Band,Range,Description,PartNo,MSRP List Price,Standard Channel SKU,Unnamed: 6
F,10001-+,Trellix Endpnt Sec Suite OF 1:1 TE,TRXE1OFECE-AA,186.56,TRXE1OFECE-AA-FA,
TRXE1U,"Trellix Endpoint Security Suite - Upgrade
LICENSE: Per User
DELIVERABLE: Software as a Service (SaaS) with activation email and/or software download for on-premises deployment. IaaS in AWS for Trellix Endpoint Security (HX)
MANAGEMENT:  ePO - SaaS, ePO - On-prem, ePO - IaaS, Endpoint Security (HX)- Cloud HX, Endpoint Security (HX) – vHX, Threat Intelligence Exchange (TIE), Threat Intelligence Exchange - SaaS and Data Exchange Layer (DXL).
FEATURES INCLUDED: Unified Trellix EDR with Forensics (EDRF) platform combines Trellix Endpoint Security HX and Trellix EDR, offering advanced detection, investigation, forensics, and response for Windows, macOS, and Linux platforms in both On-Prem and SaaS environments, Protection for Native Security, Endpoint Security for Windows, macOS, and Linux Platforms, Device Control, Command Line Scanner, Application Control for PCs, Trellix Insights for profiling ""Top Attacks"" with guidance to improve protection, and access to deploy Strategic Innovation Alliance (SIA) partner products. HX Controller deployment options include HW, HW DMZ, Virtual Appliance (VA), VA DMZ and Cloud. Upto 10 VA for HX included in the subscription but must be quoted separately. HW appliance and Cloud HX deployment SKUs need to be purchased separately. Quotes and Orders must additionally include the required number of deployment option physical/virtual appliances if required by customer - for corresponding appliance activation keys.
RESTRICTIONS: Limited to maximum of 5 devices per User. ePO - SaaS does not support all product features. Refer to specific product documentation for the latest compatibility with ePO - SaaS. This entitlement includes ePO - SaaS and Trellix EDR Cloud tenancies located in United States data centers only. Cloud HX (if purchased separately) tenancy will be in US data center only. For further exceptions, please refer to the Quoting Handbook.",,,,,
,Upgrade Subscription Offering - 2 Way,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,100-250,Trellix Endpnt Sec Suite UPGD 1:1TE,TRXE1ECE-DA,261.37,TRXE1ECE-DA-AA,
B,251-1000,Trellix Endpnt Sec Suite UPGD 1:1TE,TRXE1ECE-DA,234.33,TRXE1ECE-DA-BA,
C,1001-2000,Trellix Endpnt Sec Suite UPGD 1:1TE,TRXE1ECE-DA,207.29,TRXE1ECE-DA-CA,
D,2001-5000,Trellix Endpnt Sec Suite UPGD 1:1TE,TRXE1ECE-DA,180.23,TRXE1ECE-DA-DA,
E,5001-10000,Trellix Endpnt Sec Suite UPGD 1:1TE,TRXE1ECE-DA,171.2,TRXE1ECE-DA-EA,
F,10001-+,Trellix Endpnt Sec Suite UPGD 1:1TE,TRXE1ECE-DA,162.22,TRXE1ECE-DA-FA,
,Upgrade Subscription Offering - 1 Way,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,100-250,Trellix Endpnt Sec Suite 1W UPG 1:1 TE,TRXE11WECE-DA,287.53,TRXE11WECE-DA-AA,
B,251-1000,Trellix Endpnt Sec Suite 1W UPG 1:1 TE,TRXE11WECE-DA,257.75,TRXE11WECE-DA-BA,
C,1001-2000,Trellix Endpnt Sec Suite 1W UPG 1:1 TE,TRXE11WECE-DA,228.03,TRXE11WECE-DA-CA,
D,2001-5000,Trellix Endpnt Sec Suite 1W UPG 1:1 TE,TRXE11WECE-DA,198.25,TRXE11WECE-DA-DA,
E,5001-10000,Trellix Endpnt Sec Suite 1W UPG 1:1 TE,TRXE11WECE-DA,188.34,TRXE11WECE-DA-EA,
F,10001-+,Trellix Endpnt Sec Suite 1W UPG 1:1 TE,TRXE11WECE-DA,178.44,TRXE11WECE-DA-FA,
,Upgrade Subscription Offering - Offline,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,100-250,Trellix Endpnt Sec Suite OF UPG 1:1 TE,TRXE1OFECE-DA,300.57,TRXE1OFECE-DA-AA,
B,251-1000,Trellix Endpnt Sec Suite OF UPG 1:1 TE,TRXE1OFECE-DA,269.47,TRXE1OFECE-DA-BA,
C,1001-2000,Trellix Endpnt Sec Suite OF UPG 1:1 TE,TRXE1OFECE-DA,238.4,TRXE1OFECE-DA-CA,
D,2001-5000,Trellix Endpnt Sec Suite OF UPG 1:1 TE,TRXE1OFECE-DA,207.26,TRXE1OFECE-DA-DA,
E,5001-10000,Trellix Endpnt Sec Suite OF UPG 1:1 TE,TRXE1OFECE-DA,196.89,TRXE1OFECE-DA-EA,
F,10001-+,Trellix Endpnt Sec Suite OF UPG 1:1 TE,TRXE1OFECE-DA,186.56,TRXE1OFECE-DA-FA,
SS4,"Trellix Secure Schools Endpoint Security Suite
LICENSE: Per User
DELIVERABLE: Software as a Service (SaaS) with activation email and/or software download for on-premises deployment. IaaS in AWS for Trellix Endpoint Security (HX)
MANAGEMENT: ePO - SaaS, ePO - On-prem, ePO - IaaS, Endpoint Security (HX)- Cloud HX, Endpoint Security (HX) – vHX, Threat Intelligence Exchange (TIE), Threat Intelligence Exchange - SaaS and Data Exchange Layer (DXL).
FEATURES INCLUDED: Trellix EDR with guided investigations utilizing 30-days of historical endpoint data, Trellix Endpoint Security (HX) Power edition for detection, response, advanced investigation and forensics for Windows, macOS and Linux Platforms , Protection for Native Security, Endpoint Security for Windows, macOS, and Linux Platforms, Device Control, Command Line Scanner, Application Control for PCs, Management of Native Encryption, File and Removable Media Protection, Trellix Insights for profiling ""Top Attacks"" with guidance to improve protection, and access to deploy Strategic Innovation Alliance (SIA) partner products. HX Controller deployment options include HW, HW DMZ, Virtual Appliance (VA), VA DMZ and Cloud. Upto 10 VA for HX included in the subscription but must be quoted separately. HW appliance and Cloud HX deployment SKUs need to be purchased separately. Quotes and Orders must additionally include the required number of deployment option physical/virtual appliances if required by customer - for corresponding appliance activation keys.
RESTRICTIONS: Limited to maximum of 5 devices per User. ePO - SaaS does not support all product features. Refer to specific product documentation for the latest compatibility with ePO - SaaS. This entitlement includes ePO - SaaS and Trellix EDR Cloud tenancies located in United States data centers only. Cloud HX (if purchased separately) tenancy will be in US data center only. For further exceptions, please refer to the Quoting Handbook.
NOTE: This SKU is only available for K-12 primary and public educational institutions. Reference the Quoting Product Requirements for faculty to student usage.",,,,,
,Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Secure Schools EP Sec Suite 1:1TE,SS4ECE-AA,101.89,SS4ECE-AA-AA,
SS4U,"Trellix Secure Schools Endpoint Security Suite - UPGRADE
LICENSE: Per User
DELIVERABLE: Software as a Service (SaaS) with activation email and/or software download for on-premises deployment. IaaS in AWS for Trellix Endpoint Security (HX)
MANAGEMENT: ePO - SaaS, ePO - On-prem, ePO - IaaS, Endpoint Security (HX)- Cloud HX, Endpoint Security (HX) – vHX, Threat Intelligence Exchange (TIE), Threat Intelligence Exchange - SaaS and Data Exchange Layer (DXL).
FEATURES INCLUDED: Trellix EDR with guided investigations utilizing 30-days of historical endpoint data, Trellix Endpoint Security (HX) Power edition for detection, response, advanced investigation and forensics for Windows, macOS and Linux Platforms , Protection for Native Security, Endpoint Security for Windows, macOS, and Linux Platforms, Device Control, Command Line Scanner, Application Control for PCs, Management of Native Encryption, File and Removable Media Protection, Trellix Insights for profiling ""Top Attacks"" with guidance to improve protection, and access to deploy Strategic Innovation Alliance (SIA) partner products. HX Controller deployment options include HW, HW DMZ, Virtual Appliance (VA), VA DMZ and Cloud. Upto 10 VA for HX included in the subscription but must be quoted separately. HW appliance and Cloud HX deployment SKUs need to be purchased separately. Quotes and Orders must additionally include the required number of deployment option physical/virtual appliances if required by customer - for corresponding appliance activation keys.
RESTRICTIONS: Limited to maximum of 5 devices per User. ePO - SaaS does not support all product features. Refer to specific product documentation for the latest compatibility with ePO - SaaS. This entitlement includes ePO - SaaS and Trellix EDR Cloud tenancies located in United States data centers only. Cloud HX (if purchased separately) tenancy will be in US data center only. For further exceptions, please refer to the Quoting Handbook.
NOTE: This SKU is only available for K-12 primary and public educational institutions. Reference the Quoting Product Requirements for faculty to student usage.",,,,,
,Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Secure Schools EP Sec SuiteUPGD 1:1TE,SS4ECE-DA,101.89,SS4ECE-DA-AA,
MV6,"Trellix Protect Plus EDR for Endpoint
LICENSE: Per User
DELIVERABLE: Software as a Service (SaaS) with activation email and/or software download for on-premises deployment.
MANAGEMENT:  ePO - SaaS, ePO - On-prem, ePO - IaaS, Threat Intelligence Exchange (TIE), Threat Intelligence Exchange - SaaS and Data Exchange Layer (DXL).
FEATURES INCLUDED: Trellix EDR with guided investigations utilizing 30-days of historical endpoint data, Protection for Native Security, Endpoint Security for Windows, Endpoint Security for macOS, Endpoint Security for Linux, Device Control, Command Line Scanner, Application Control for PCs, Trellix Insights for profiling ""Top Attacks"" with guidance to improve protection, and access to deploy Strategic Innovation Alliance (SIA) partner products.
RESTRICTIONS: Limited to maximum of 5 devices per User. Features included are not ideal for deployments in physical, virtual, and/or cloud server environments; separate Server Security SKUs should be purchased. Trellix Insights requires ENS 10.7, ePO 5.10 cu7 with MA5.6.x ePO - SaaS does not support all product features. Refer to specific product documentation for the latest compatibility with ePO - SaaS.  This entitlement includes ePO - SaaS, and Trellix EDR tenancies located in United States data centers only. For further exceptions, please refer to the Quoting Handbook.",,,,,
,Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,5-250,Trellix EDR & EPP 1:1TE,MV6ECE-AA,195.12,MV6ECE-AA-AA,
B,251-1000,Trellix EDR & EPP 1:1TE,MV6ECE-AA,174.95,MV6ECE-AA-BA,
C,1001-2000,Trellix EDR & EPP 1:1TE,MV6ECE-AA,154.75,MV6ECE-AA-CA,
D,2001-5000,Trellix EDR & EPP 1:1TE,MV6ECE-AA,134.57,MV6ECE-AA-DA,
E,5001-10000,Trellix EDR & EPP 1:1TE,MV6ECE-AA,127.83,MV6ECE-AA-EA,
F,10001-+,Trellix EDR & EPP 1:1TE,MV6ECE-AA,121.12,MV6ECE-AA-FA,
MV6U,"Trellix Protect Plus EDR for Endpoint - Upgrade
LICENSE: Per User
DELIVERABLE: Software as a Service (SaaS) with activation email and/or software download for on-premises deployment.
MANAGEMENT:  ePO - SaaS, ePO - On-prem, ePO - IaaS, Threat Intelligence Exchange (TIE), Threat Intelligence Exchange - SaaS and Data Exchange Layer (DXL).
FEATURES INCLUDED: Trellix EDR with guided investigations utilizing 30-days of historical endpoint data, Protection for Native Security, Endpoint Security for Windows, Endpoint Security for macOS, Endpoint Security for Linux, Device Control, Command Line Scanner, Application Control for PCs, Trellix Insights for profiling ""Top Attacks"" with guidance to improve protection, and access to deploy Strategic Innovation Alliance (SIA) partner products.
RESTRICTIONS: Limited to maximum of 5 devices per User. Features included are not ideal for deployments in physical, virtual, and/or cloud server environments; separate Server Security SKUs should be purchased. Trellix Insights requires ENS 10.7, ePO 5.10 cu7 with MA5.6.x ePO - SaaS does not support all product features. Refer to specific product documentation for the latest compatibility with ePO - SaaS.  This entitlement includes ePO - SaaS, and Trellix EDR tenancies located in United States data centers only. For further exceptions, please refer to the Quoting Handbook.",,,,,
,Upgrade Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,5-250,Trellix EDR & EPP UPGD 1:1TE,MV6ECE-DA,195.12,MV6ECE-DA-AA,
B,251-1000,Trellix EDR & EPP UPGD 1:1TE,MV6ECE-DA,174.95,MV6ECE-DA-BA,
C,1001-2000,Trellix EDR & EPP UPGD 1:1TE,MV6ECE-DA,154.75,MV6ECE-DA-CA,
D,2001-5000,Trellix EDR & EPP UPGD 1:1TE,MV6ECE-DA,134.57,MV6ECE-DA-DA,
E,5001-10000,Trellix EDR & EPP UPGD 1:1TE,MV6ECE-DA,127.83,MV6ECE-DA-EA,
F,10001-+,Trellix EDR & EPP UPGD 1:1TE,MV6ECE-DA,121.12,MV6ECE-DA-FA,
EDREX,"Trellix EDR Data Extension Add-on
LICENSE: Per User.
DELIVERABLE: Software as a Service (SaaS) with activation email.
FEATURES INCLUDED: Add-on feature to extend Trellix EDR Guided investigations from 30 to 90 days of historical endpoint data.
PRODUCT REQUIRES: Separate Trellix EDR subscription on endpoints.
RESTRICTIONS: Limited to maximum of 5 devices per User. To be sold to customers with base MV4, MV6, or TRXE1 subscriptions. The number of licenses of EDREX must be equal to the number of licenses of MV4, MV6, or TRXE1.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,EDR Data Extension Add-on 1:1 TE,EDREXECE-AA,90.03,EDREXECE-AA-AA,
EDREX180,"Trellix EDR Data Extension Add-on 180 Days
LICENSE: Per User.
DELIVERABLE: Software as a Service (SaaS) with activation email.
FEATURES INCLUDED: Add-on feature to extend Trellix EDR Guided investigations from 30 to 180 days of historical endpoint data.
PRODUCT REQUIRES: Separate Trellix EDR subscription on endpoints.
RESTRICTIONS: Limited to maximum of 5 devices per User. To be sold to customers with base MV4, MV6, or TRXE1 subscriptions. The number of licenses of EDREX180 must be equal to the number of licenses of MV4, MV6, or TRXE1.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,EDR Data Ext Add-on 180 Day 1:1 TE,EDREX180ECE-AA,270.08,EDREX180ECE-AA-AA,FCS Date 05/31/2025
EDREX180-U,"Trellix EDR Data Extension Add-on 180 Days - Upgrade
LICENSE: Per User.
DELIVERABLE: Software as a Service (SaaS) with activation email.
FEATURES INCLUDED: Add-on feature to extend Trellix EDR Guided investigations from 30 to 180 days of historical endpoint data.
PRODUCT REQUIRES: Separate Trellix EDR subscription on endpoints.
RESTRICTIONS: Limited to maximum of 5 devices per User. To be sold to customers with base MV4, MV6, or TRXE1 subscriptions. The number of licenses of EDREX180 must be equal to the number of licenses of MV4, MV6, or TRXE1.",,,,,
,Upgrade Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,EDR Data Ext Add-on 180 Day UPGD 1:1 TE,EDREX180ECE-DA,275.33,EDREX180ECE-DA-AA,FCS Date 05/31/2025
EDR-WISE,"Trellix Wise for EDR Add-on
LICENSE: Per User.
MANAGEMENT:  Trellix EDR
DELIVERABLE: Software as a Service (SaaS) with activation email.
FEATURES INCLUDED: Trellix Wise for EDR uses generative AI capabilities to improve operational efficiency of SOC analyst for Endpoint Detections and Response product. It allows genAI powered capabilities like Multi-lingual threat hunting, Dossier and Interactive modes, as well as threat knowledge graph kind of capabilities.
PRODUCT REQUIRES: Separate Trellix EDR subscription on endpoints.
RESTRICTIONS: To be sold to customers with Trellix EDR subscriptions. The number of licenses of Trellix Wise for EDR must be equal to the number of licenses of base Trellix EDR SKU. The allotted usage of genAI powered capabilities is tied to the number of licenses in the Trellix EDR subscriptions.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,5-250,EDR Wise Add-on 1:1TE,EDRWECE-AA,43.5,EDRWECE-AAAA,
B,251-1000,EDR Wise Add-on 1:1TE,EDRWECE-AA,38.93,EDRWECE-AABA,
C,1001-2000,EDR Wise Add-on 1:1TE,EDRWECE-AA,34.61,EDRWECE-AACA,
D,2001-5000,EDR Wise Add-on 1:1TE,EDRWECE-AA,30,EDRWECE-AADA,
E,5001-10000,EDR Wise Add-on 1:1TE,EDRWECE-AA,28.66,EDRWECE-AAEA,
F,10001-+,EDR Wise Add-on 1:1TE,EDRWECE-AA,27.02,EDRWECE-AAFA,
,Protection and EDR (SaaS & On-Premise) - With MDR,,,,,
TRXE1M1,"Trellix Endpoint Security Suite + Managed Detection & Response
LICENSE: Per User
DELIVERABLE: Software as a Service (SaaS) with activation email and/or software download for on-premises deployment. IaaS in AWS for Trellix Endpoint Security (HX) with MDR.
MANAGEMENT: ePO - SaaS, ePO - On-prem, ePO - IaaS, Endpoint Security (HX)- Cloud HX, Endpoint Security (HX) – vHX, Threat Intelligence Exchange (TIE), Threat Intelligence Exchange - SaaS and Data Exchange Layer (DXL).
FEATURES INCLUDED: Unified Trellix EDR with Forensics (EDRF) platform combines Trellix Endpoint Security HX and Trellix EDR, offering advanced detection, investigation, forensics, and response for Windows, macOS, and Linux platforms in both On-Prem and SaaS environments, Protection for Native Security, Endpoint Security for Windows, macOS, and Linux Platforms, Device Control, Command Line Scanner, Application Control for PCs, Trellix Insights for profiling ""Top Attacks"" with guidance to improve protection, and access to deploy Strategic Innovation Alliance (SIA) partner products. HX Controller deployment options include HW, HW DMZ, Virtual Appliance (VA), VA DMZ and Cloud. Up to 10 VA for HX included in the subscription but must be quoted separately. HW appliance and Cloud HX deployment SKUs need to be purchased separately. Quotes and Orders must additionally include the required number of deployment option physical/virtual appliances if required by customer - for corresponding appliance activation keys.
Trellix MDR offers continuous 24/7/365 monitoring and rapid threat response, ensuring that organizations stay protected around the clock. With expert-led security operations, Trellix MDR identifies and responds to threats before they can cause significant harm. This service also includes tailored security recommendations and remediation guidance, providing organizations with peace of mind and a worry-free approach to managing endpoint Security. The MDR service primarily relies on North America-based personnel and tools.
LIMITATIONS and REQUIREMENTS: Customers must initially purchase a minimum of 500 licenses.
RESTRICTIONS: Limited to maximum of 5 devices per User. ePO - SaaS does not support all product features. Refer to specific product documentation for the latest compatibility with ePO - SaaS. This entitlement includes ePO - SaaS and Trellix EDR Cloud tenancies located in United States data centers only. Cloud HX (if purchased separately) tenancy will be in US data center only. For further exceptions, please refer to the Quoting Handbook.",,,,,
,Subscription Offering - 2 Way,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,100-250,Trellix Endpnt Sec Suite 2W MDR1 1:1TE,TRXE1M12WECE-AA,349.88,TRXE1M12WECE-AA-AA,FCS Date 04/30/2025
B,251-1000,Trellix Endpnt Sec Suite 2W MDR1 1:1TE,TRXE1M12WECE-AA,269.37,TRXE1M12WECE-AA-BA,FCS Date 04/30/2025
C,1001-2000,Trellix Endpnt Sec Suite 2W MDR1 1:1TE,TRXE1M12WECE-AA,208.29,TRXE1M12WECE-AA-CA,FCS Date 04/30/2025
D,2001-5000,Trellix Endpnt Sec Suite 2W MDR1 1:1TE,TRXE1M12WECE-AA,153.39,TRXE1M12WECE-AA-DA,FCS Date 04/30/2025
E,5001-10000,Trellix Endpnt Sec Suite 2W MDR1 1:1TE,TRXE1M12WECE-AA,131.29,TRXE1M12WECE-AA-EA,FCS Date 04/30/2025
F,10001-+,Trellix Endpnt Sec Suite 2W MDR1 1:1TE,TRXE1M12WECE-AA,117.94,TRXE1M12WECE-AA-FA,FCS Date 04/30/2025
,Subscription Offering - 1 Way,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,100-250,Trellix Endpnt Sec Suite 1W MDR1 1:1TE,TRXE1M11WECE-AA,384.88,TRXE1M11WECE-AA-AA,FCS Date 04/30/2025
B,251-1000,Trellix Endpnt Sec Suite 1W MDR1 1:1TE,TRXE1M11WECE-AA,296.3,TRXE1M11WECE-AA-BA,FCS Date 04/30/2025
C,1001-2000,Trellix Endpnt Sec Suite 1W MDR1 1:1TE,TRXE1M11WECE-AA,229.12,TRXE1M11WECE-AA-CA,FCS Date 04/30/2025
D,2001-5000,Trellix Endpnt Sec Suite 1W MDR1 1:1TE,TRXE1M11WECE-AA,168.74,TRXE1M11WECE-AA-DA,FCS Date 04/30/2025
E,5001-10000,Trellix Endpnt Sec Suite 1W MDR1 1:1TE,TRXE1M11WECE-AA,144.43,TRXE1M11WECE-AA-EA,FCS Date 04/30/2025
F,10001-+,Trellix Endpnt Sec Suite 1W MDR1 1:1TE,TRXE1M11WECE-AA,129.72,TRXE1M11WECE-AA-FA,FCS Date 04/30/2025
,Subscription Offering - Offline,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,100-250,Trellix Endpnt Sec Suite OF MDR1 1:1TE,TRXE1M1OFECE-AA,402.37,TRXE1M1OFECE-AA-AA,FCS Date 04/30/2025
B,251-1000,Trellix Endpnt Sec Suite OF MDR1 1:1TE,TRXE1M1OFECE-AA,309.78,TRXE1M1OFECE-AA-BA,FCS Date 04/30/2025
C,1001-2000,Trellix Endpnt Sec Suite OF MDR1 1:1TE,TRXE1M1OFECE-AA,239.53,TRXE1M1OFECE-AA-CA,FCS Date 04/30/2025
D,2001-5000,Trellix Endpnt Sec Suite OF MDR1 1:1TE,TRXE1M1OFECE-AA,176.4,TRXE1M1OFECE-AA-DA,FCS Date 04/30/2025
E,5001-10000,Trellix Endpnt Sec Suite OF MDR1 1:1TE,TRXE1M1OFECE-AA,151,TRXE1M1OFECE-AA-EA,FCS Date 04/30/2025
F,10001-+,Trellix Endpnt Sec Suite OF MDR1 1:1TE,TRXE1M1OFECE-AA,135.62,TRXE1M1OFECE-AA-FA,FCS Date 04/30/2025
TRXE1M1U,"Trellix Endpoint Security Suite - Upgrade + Managed Detection & Response
LICENSE: Per User
DELIVERABLE: Software as a Service (SaaS) with activation email and/or software download for on-premises deployment. IaaS in AWS for Trellix Endpoint Security (HX) with MDR.
MANAGEMENT: ePO - SaaS, ePO - On-prem, ePO - IaaS, Endpoint Security (HX)- Cloud HX, Endpoint Security (HX) – vHX, Threat Intelligence Exchange (TIE), Threat Intelligence Exchange - SaaS and Data Exchange Layer (DXL).
FEATURES INCLUDED: Unified Trellix EDR with Forensics (EDRF) platform combines Trellix Endpoint Security HX and Trellix EDR, offering advanced detection, investigation, forensics, and response for Windows, macOS, and Linux platforms in both On-Prem and SaaS environments, Protection for Native Security, Endpoint Security for Windows, macOS, and Linux Platforms, Device Control, Command Line Scanner, Application Control for PCs, Trellix Insights for profiling ""Top Attacks"" with guidance to improve protection, and access to deploy Strategic Innovation Alliance (SIA) partner products. HX Controller deployment options include HW, HW DMZ, Virtual Appliance (VA), VA DMZ and Cloud. Up to 10 VA for HX included in the subscription but must be quoted separately. HW appliance and Cloud HX deployment SKUs need to be purchased separately. Quotes and Orders must additionally include the required number of deployment option physical/virtual appliances if required by customer - for corresponding appliance activation keys.
Trellix MDR offers continuous 24/7/365 monitoring and rapid theat response, ensuring that organizations stay protected around the clock. With expert-led security operations, Trellix MDR identifies and responds to threats before they can cause significant harm. This service also includes tailored security recommendations and remediation guidance, providing organizations with peace of mind and a worry-free approach to managing endpoint Security. The MDR service primarily relies on North America-based personnel and tools.
LIMITATIONS and REQUIREMENTS: Customers must initially purchase a minimum of 500 licenses.
RESTRICTIONS: Limited to maximum of 5 devices per User. ePO - SaaS does not support all product features. Refer to specific product documentation for the latest compatibility with ePO - SaaS. This entitlement includes ePO - SaaS and Trellix EDR Cloud tenancies located in United States data centers only. Cloud HX (if purchased separately) tenancy will be in US data center only. For further exceptions, please refer to the Quoting Handbook.",,,,,
,Upgrade Subscription Offering - 2 Way,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,100-250,Trellix Edpnt Sec Ste UPG 2W MDR1 1:1TE,TRXE1M12WECE-DA,349.88,TRXE1M12WECE-DA-AA,FCS Date 04/30/2025
B,251-1000,Trellix Edpnt Sec Ste UPG 2W MDR1 1:1TE,TRXE1M12WECE-DA,269.37,TRXE1M12WECE-DA-BA,FCS Date 04/30/2025
C,1001-2000,Trellix Edpnt Sec Ste UPG 2W MDR1 1:1TE,TRXE1M12WECE-DA,208.29,TRXE1M12WECE-DA-CA,FCS Date 04/30/2025
D,2001-5000,Trellix Edpnt Sec Ste UPG 2W MDR1 1:1TE,TRXE1M12WECE-DA,153.39,TRXE1M12WECE-DA-DA,FCS Date 04/30/2025
E,5001-10000,Trellix Edpnt Sec Ste UPG 2W MDR1 1:1TE,TRXE1M12WECE-DA,131.29,TRXE1M12WECE-DA-EA,FCS Date 04/30/2025
F,10001-+,Trellix Edpnt Sec Ste UPG 2W MDR1 1:1TE,TRXE1M12WECE-DA,117.94,TRXE1M12WECE-DA-FA,FCS Date 04/30/2025
,Upgrade Subscription Offering - 1 Way,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,100-250,Trellix Edpnt Sec Ste UPG 1W MDR1 1:1TE,TRXE1M11WECE-DA,384.88,TRXE1M11WECE-DA-AA,FCS Date 04/30/2025
B,251-1000,Trellix Edpnt Sec Ste UPG 1W MDR1 1:1TE,TRXE1M11WECE-DA,296.3,TRXE1M11WECE-DA-BA,FCS Date 04/30/2025
C,1001-2000,Trellix Edpnt Sec Ste UPG 1W MDR1 1:1TE,TRXE1M11WECE-DA,229.12,TRXE1M11WECE-DA-CA,FCS Date 04/30/2025
D,2001-5000,Trellix Edpnt Sec Ste UPG 1W MDR1 1:1TE,TRXE1M11WECE-DA,168.74,TRXE1M11WECE-DA-DA,FCS Date 04/30/2025
E,5001-10000,Trellix Edpnt Sec Ste UPG 1W MDR1 1:1TE,TRXE1M11WECE-DA,144.43,TRXE1M11WECE-DA-EA,FCS Date 04/30/2025
F,10001-+,Trellix Edpnt Sec Ste UPG 1W MDR1 1:1TE,TRXE1M11WECE-DA,129.72,TRXE1M11WECE-DA-FA,FCS Date 04/30/2025
,Upgrade Subscription Offering - Offline,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,100-250,Trellix Edpnt Sec Ste UPG OF MDR1 1:1TE,TRXE1M1OFECE-DA,402.37,TRXE1M1OFECE-DA-AA,FCS Date 04/30/2025
B,251-1000,Trellix Edpnt Sec Ste UPG OF MDR1 1:1TE,TRXE1M1OFECE-DA,309.78,TRXE1M1OFECE-DA-BA,FCS Date 04/30/2025
C,1001-2000,Trellix Edpnt Sec Ste UPG OF MDR1 1:1TE,TRXE1M1OFECE-DA,239.53,TRXE1M1OFECE-DA-CA,FCS Date 04/30/2025
D,2001-5000,Trellix Edpnt Sec Ste UPG OF MDR1 1:1TE,TRXE1M1OFECE-DA,176.4,TRXE1M1OFECE-DA-DA,FCS Date 04/30/2025
E,5001-10000,Trellix Edpnt Sec Ste UPG OF MDR1 1:1TE,TRXE1M1OFECE-DA,151,TRXE1M1OFECE-DA-EA,FCS Date 04/30/2025
F,10001-+,Trellix Edpnt Sec Ste UPG OF MDR1 1:1TE,TRXE1M1OFECE-DA,135.62,TRXE1M1OFECE-DA-FA,FCS Date 04/30/2025
,EDR (SaaS & On-Premise),,,,,
MV4,"Trellix EDR
LICENSE: 12 month Subscription, License is Per User. Each Virtual Instance or Server is equivalent to 1 User.
MANAGEMENT: ePO - SaaS included to manage Trellix EDR subscriptions.
DELIVERABLE: Trellix EDR automatically detects advanced threats from the endpoint or a supported SIEM (optional), maps them to the MITRE ATT&CK® framework and guides you through the investigation to reduce response time. Trellix EDR also gives you the ability to search and hunt for threats via ad-hoc queries on endpoints. Guided investigations utilizing 30-days of historical endpoint data. This is a SaaS service with an activation email and agent download. Please confirm regional data centers are in place for customers that have data residency restrictions.
PRODUCT REQUIRES: ePO - On-prem for deployment on-premises. Refer to the FAQ’s for latest product compatibility matrix  for the latest version requirements. Does not require Endpoint protection, but will require the Trellix Agent.
RESTRICTIONS: Limited to maximum of 5 devices per User.",,,,,
,Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,5-250,Trellix EDR 1:1 TE 30 Day Storage,MV4ECE-AA,Call for Quote,MV4ECE-AA-AA,
B,251-1000,Trellix EDR 1:1 TE 30 Day Storage,MV4ECE-AA,103.2,MV4ECE-AA-BA,
C,1001-2000,Trellix EDR 1:1 TE 30 Day Storage,MV4ECE-AA,94.93,MV4ECE-AA-CA,
D,2001-5000,Trellix EDR 1:1 TE 30 Day Storage,MV4ECE-AA,88.86,MV4ECE-AA-DA,
E,5001-10000,Trellix EDR 1:1 TE 30 Day Storage,MV4ECE-AA,84.22,MV4ECE-AA-EA,
F,10001-+,Trellix EDR 1:1 TE 30 Day Storage,MV4ECE-AA,77.92,MV4ECE-AA-FA,
