Band,Range,Description,PartNo,MSRP List Price,Standard Channel SKU,Unnamed: 6
E,5001-10000,Endpoint Sec ES Ed (endpt) 1W 1:1TE,EPES1WE1E-AT,70.29,EPES1WE1E-AT-EA,
F,10001-20000,Endpoint Sec ES Ed (endpt) 1W 1:1TE,EPES1WE1E-AT,50.27,EPES1WE1E-AT-FA,
G,20001-50000,Endpoint Sec ES Ed (endpt) 1W 1:1TE,EPES1WE1E-AT,40.18,EPES1WE1E-AT-GA,
H,50001-+,Endpoint Sec ES Ed (endpt) 1W 1:1TE,EPES1WE1E-AT,33.49,EPES1WE1E-AT-HA,
,Offline Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-250,Endpoint Sec ES Ed (endpt) OF 1:1TE,EPESOFE1E-AT,136.3,EPESOFE1E-AT-AA,
B,251-1000,Endpoint Sec ES Ed (endpt) OF 1:1TE,EPESOFE1E-AT,122.31,EPESOFE1E-AT-BA,
C,1001-2000,Endpoint Sec ES Ed (endpt) OF 1:1TE,EPESOFE1E-AT,108.33,EPESOFE1E-AT-CA,
D,2001-5000,Endpoint Sec ES Ed (endpt) OF 1:1TE,EPESOFE1E-AT,90.85,EPESOFE1E-AT-DA,
E,5001-10000,Endpoint Sec ES Ed (endpt) OF 1:1TE,EPESOFE1E-AT,73.37,EPESOFE1E-AT-EA,
F,10001-20000,Endpoint Sec ES Ed (endpt) OF 1:1TE,EPESOFE1E-AT,52.43,EPESOFE1E-AT-FA,
G,20001-50000,Endpoint Sec ES Ed (endpt) OF 1:1TE,EPESOFE1E-AT,41.94,EPESOFE1E-AT-GA,
H,50001-+,Endpoint Sec ES Ed (endpt) OF 1:1TE,EPESOFE1E-AT,34.95,EPESOFE1E-AT-HA,
EPUES,"Endpoint Security Essentials Edition(F)
LICENSE: Per User
DELIVERABLE: On-premise or Cloud deployment with license keys for Agents, Content and Support with activation email.
MANAGEMENT: Trellix Endpoint Security (HX)
CONTENT: Comprehensive Protection plus Basic Investigation. Proactively stop advanced threats and attack campaigns at your endpoints to keep your users and data safe. Includes Integrated next-gen AV, exploit detection, behavior monitoring, endpoint containment, optional modules (such as Logon Tracker and Device Control for removable storage devices), EDR with basic investigation and forensics for Windows, macOS and Linux platforms. Upto 10 VA licenses included in the subscription but must be quoted separately.
REQUIREMENTS: Quotes and Orders must additionally include the required number of deployment option physical/virtual appliances if required by customer - for corresponding appliance activation keys.
",,,,,
,2 Way Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-250,Endpoint Sec ES Ed (user) 2W 1:1TE,EPES2WE1E-AA,136.85,EPES2WE1E-AA-AA,
B,251-1000,Endpoint Sec ES Ed (user) 2W 1:1TE,EPES2WE1E-AA,122.31,EPES2WE1E-AA-BA,
C,1001-2000,Endpoint Sec ES Ed (user) 2W 1:1TE,EPES2WE1E-AA,107.74,EPES2WE1E-AA-CA,
D,2001-5000,Endpoint Sec ES Ed (user) 2W 1:1TE,EPES2WE1E-AA,96.1,EPES2WE1E-AA-DA,
E,5001-10000,Endpoint Sec ES Ed (user) 2W 1:1TE,EPES2WE1E-AA,75.72,EPES2WE1E-AA-EA,
F,10001-+,Endpoint Sec ES Ed (user) 2W 1:1TE,EPES2WE1E-AA,55.32,EPES2WE1E-AA-FA,
,1 Way Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-250,Endpoint Sec ES Ed (user) 1W 1:1TE,EPES1WE1E-AA,157.42,EPES1WE1E-AA-AA,
B,251-1000,Endpoint Sec ES Ed (user) 1W 1:1TE,EPES1WE1E-AA,140.67,EPES1WE1E-AA-BA,
C,1001-2000,Endpoint Sec ES Ed (user) 1W 1:1TE,EPES1WE1E-AA,123.9,EPES1WE1E-AA-CA,
D,2001-5000,Endpoint Sec ES Ed (user) 1W 1:1TE,EPES1WE1E-AA,110.54,EPES1WE1E-AA-DA,
E,5001-10000,Endpoint Sec ES Ed (user) 1W 1:1TE,EPES1WE1E-AA,87.07,EPES1WE1E-AA-EA,
F,10001-+,Endpoint Sec ES Ed (user) 1W 1:1TE,EPES1WE1E-AA,63.62,EPES1WE1E-AA-FA,
,Offline Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-250,Endpoint Sec ES Ed (user) OF 1:1TE,EPESOFE1E-AA,164.25,EPESOFE1E-AA-AA,
B,251-1000,Endpoint Sec ES Ed (user) OF 1:1TE,EPESOFE1E-AA,146.78,EPESOFE1E-AA-BA,
C,1001-2000,Endpoint Sec ES Ed (user) OF 1:1TE,EPESOFE1E-AA,129.3,EPESOFE1E-AA-CA,
D,2001-5000,Endpoint Sec ES Ed (user) OF 1:1TE,EPESOFE1E-AA,115.31,EPESOFE1E-AA-DA,
E,5001-10000,Endpoint Sec ES Ed (user) OF 1:1TE,EPESOFE1E-AA,90.85,EPESOFE1E-AA-EA,
F,10001-+,Endpoint Sec ES Ed (user) OF 1:1TE,EPESOFE1E-AA,66.42,EPESOFE1E-AA-FA,
EPEPW,"Endpoint Security Power Edition (Enterprise)(F)
LICENSE: Per Endpoint
DELIVERABLE: On-premise or Cloud deployment with license keys for Agents, Content and Support with activation email.
MANAGEMENT: Trellix Endpoint Security (HX)
CONTENT: Comprehensive Protection plus Advanced Investigation. Proactively stop advanced threats and attack campaigns at your endpoints to keep your users and data safe. Includes Integrated next-gen AV, exploit detection, behavior monitoring, endpoint containment, optional modules (such as Host Remediation, Logon Tracker and Device Control for removable storage devices), EDR with advanced investigation and forensics for Windows, macOS and Linux platforms. Upto 10 VA licenses included in the subscription but must be quoted separately.
REQUIREMENTS: Quotes and Orders must additionally include the required number of deployment option physical/virtual appliances if required by customer - for corresponding appliance activation keys.",,,,,
,2 Way Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-250,Endpoint Sec PWR Ed (endpt) 2W 1:1TE,EPPW2WE1E-AT,170.35,EPPW2WE1E-AT-AA,
B,251-1000,Endpoint Sec PWR Ed (endpt) 2W 1:1TE,EPPW2WE1E-AT,152.88,EPPW2WE1E-AT-BA,
C,1001-2000,Endpoint Sec PWR Ed (endpt) 2W 1:1TE,EPPW2WE1E-AT,135.4,EPPW2WE1E-AT-CA,
D,2001-5000,Endpoint Sec PWR Ed (endpt) 2W 1:1TE,EPPW2WE1E-AT,113.56,EPPW2WE1E-AT-DA,
E,5001-10000,Endpoint Sec PWR Ed (endpt) 2W 1:1TE,EPPW2WE1E-AT,91.73,EPPW2WE1E-AT-EA,
F,10001-20000,Endpoint Sec PWR Ed (endpt) 2W 1:1TE,EPPW2WE1E-AT,65.54,EPPW2WE1E-AT-FA,
G,20001-50000,Endpoint Sec PWR Ed (endpt) 2W 1:1TE,EPPW2WE1E-AT,52.43,EPPW2WE1E-AT-GA,
H,50001-+,Endpoint Sec PWR Ed (endpt) 2W 1:1TE,EPPW2WE1E-AT,43.67,EPPW2WE1E-AT-HA,
,1 Way Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-250,Endpoint Sec PWR Ed (endpt) 1W 1:1TE,EPPW1WE1E-AT,187.43,EPPW1WE1E-AT-AA,
B,251-1000,Endpoint Sec PWR Ed (endpt) 1W 1:1TE,EPPW1WE1E-AT,168.19,EPPW1WE1E-AT-BA,
C,1001-2000,Endpoint Sec PWR Ed (endpt) 1W 1:1TE,EPPW1WE1E-AT,148.97,EPPW1WE1E-AT-CA,
D,2001-5000,Endpoint Sec PWR Ed (endpt) 1W 1:1TE,EPPW1WE1E-AT,124.92,EPPW1WE1E-AT-DA,
E,5001-10000,Endpoint Sec PWR Ed (endpt) 1W 1:1TE,EPPW1WE1E-AT,100.89,EPPW1WE1E-AT-EA,
F,10001-20000,Endpoint Sec PWR Ed (endpt) 1W 1:1TE,EPPW1WE1E-AT,72.09,EPPW1WE1E-AT-FA,
G,20001-50000,Endpoint Sec PWR Ed (endpt) 1W 1:1TE,EPPW1WE1E-AT,57.66,EPPW1WE1E-AT-GA,
H,50001-+,Endpoint Sec PWR Ed (endpt) 1W 1:1TE,EPPW1WE1E-AT,48.06,EPPW1WE1E-AT-HA,
,Offline Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-250,Endpoint Sec PWR Ed (endpt) OF 1:1TE,EPPWOFE1E-AT,193.09,EPPWOFE1E-AT-AA,
B,251-1000,Endpoint Sec PWR Ed (endpt) OF 1:1TE,EPPWOFE1E-AT,173.27,EPPWOFE1E-AT-BA,
C,1001-2000,Endpoint Sec PWR Ed (endpt) OF 1:1TE,EPPWOFE1E-AT,153.45,EPPWOFE1E-AT-CA,
D,2001-5000,Endpoint Sec PWR Ed (endpt) OF 1:1TE,EPPWOFE1E-AT,128.71,EPPWOFE1E-AT-DA,
E,5001-10000,Endpoint Sec PWR Ed (endpt) OF 1:1TE,EPPWOFE1E-AT,103.94,EPPWOFE1E-AT-EA,
F,10001-20000,Endpoint Sec PWR Ed (endpt) OF 1:1TE,EPPWOFE1E-AT,74.25,EPPWOFE1E-AT-FA,
G,20001-50000,Endpoint Sec PWR Ed (endpt) OF 1:1TE,EPPWOFE1E-AT,59.42,EPPWOFE1E-AT-GA,
H,50001-+,Endpoint Sec PWR Ed (endpt) OF 1:1TE,EPPWOFE1E-AT,49.51,EPPWOFE1E-AT-HA,
EPEPWU,"Endpoint Security Power Edition (Enterprise) - UPGRADE(F)
LICENSE: Per Endpoint
DELIVERABLE: On-premise or Cloud deployment with license keys for Agents, Content and Support with activation email.
MANAGEMENT: Trellix Endpoint Security (HX)
CONTENT: Comprehensive Protection plus Advanced Investigation. Proactively stop advanced threats and attack campaigns at your endpoints to keep your users and data safe. Includes Integrated next-gen AV, exploit detection, behavior monitoring, endpoint containment, optional modules (such as Host Remediation, Logon Tracker and Device Control for removable storage devices), EDR with advanced investigation and forensics for Windows, macOS and Linux platforms. Upto 10 VA licenses included in the subscription but must be quoted separately.
REQUIREMENTS: Quotes and Orders must additionally include the required number of deployment option physical/virtual appliances if required by customer - for corresponding appliance activation keys.",,,,,
,2 Way Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-250,Endpoint Sec PWR Ed UP (endpt) 2W 1:1TE,EPPW2WE1E-DT,170.35,EPPW2WE1E-DT-AA,
B,251-1000,Endpoint Sec PWR Ed UP (endpt) 2W 1:1TE,EPPW2WE1E-DT,152.88,EPPW2WE1E-DT-BA,
C,1001-2000,Endpoint Sec PWR Ed UP (endpt) 2W 1:1TE,EPPW2WE1E-DT,135.4,EPPW2WE1E-DT-CA,
D,2001-5000,Endpoint Sec PWR Ed UP (endpt) 2W 1:1TE,EPPW2WE1E-DT,113.56,EPPW2WE1E-DT-DA,
E,5001-10000,Endpoint Sec PWR Ed UP (endpt) 2W 1:1TE,EPPW2WE1E-DT,91.73,EPPW2WE1E-DT-EA,
F,10001-20000,Endpoint Sec PWR Ed UP (endpt) 2W 1:1TE,EPPW2WE1E-DT,65.54,EPPW2WE1E-DT-FA,
G,20001-50000,Endpoint Sec PWR Ed UP (endpt) 2W 1:1TE,EPPW2WE1E-DT,52.43,EPPW2WE1E-DT-GA,
H,50001-+,Endpoint Sec PWR Ed UP (endpt) 2W 1:1TE,EPPW2WE1E-DT,43.67,EPPW2WE1E-DT-HA,
,1 Way Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-250,Endpoint Sec PWR Ed UP (endpt) 1W 1:1TE,EPPW1WE1E-DT,187.43,EPPW1WE1E-DT-AA,
B,251-1000,Endpoint Sec PWR Ed UP (endpt) 1W 1:1TE,EPPW1WE1E-DT,168.19,EPPW1WE1E-DT-BA,
C,1001-2000,Endpoint Sec PWR Ed UP (endpt) 1W 1:1TE,EPPW1WE1E-DT,148.97,EPPW1WE1E-DT-CA,
D,2001-5000,Endpoint Sec PWR Ed UP (endpt) 1W 1:1TE,EPPW1WE1E-DT,124.92,EPPW1WE1E-DT-DA,
E,5001-10000,Endpoint Sec PWR Ed UP (endpt) 1W 1:1TE,EPPW1WE1E-DT,100.89,EPPW1WE1E-DT-EA,
F,10001-20000,Endpoint Sec PWR Ed UP (endpt) 1W 1:1TE,EPPW1WE1E-DT,72.09,EPPW1WE1E-DT-FA,
G,20001-50000,Endpoint Sec PWR Ed UP (endpt) 1W 1:1TE,EPPW1WE1E-DT,57.66,EPPW1WE1E-DT-GA,
H,50001-+,Endpoint Sec PWR Ed UP (endpt) 1W 1:1TE,EPPW1WE1E-DT,48.06,EPPW1WE1E-DT-HA,
,Offline Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-250,Endpoint Sec PWR Ed UP (endpt) OF 1:1TE,EPPWOFE1E-DT,193.09,EPPWOFE1E-DT-AA,
B,251-1000,Endpoint Sec PWR Ed UP (endpt) OF 1:1TE,EPPWOFE1E-DT,173.27,EPPWOFE1E-DT-BA,
C,1001-2000,Endpoint Sec PWR Ed UP (endpt) OF 1:1TE,EPPWOFE1E-DT,153.45,EPPWOFE1E-DT-CA,
D,2001-5000,Endpoint Sec PWR Ed UP (endpt) OF 1:1TE,EPPWOFE1E-DT,128.71,EPPWOFE1E-DT-DA,
E,5001-10000,Endpoint Sec PWR Ed UP (endpt) OF 1:1TE,EPPWOFE1E-DT,103.94,EPPWOFE1E-DT-EA,
F,10001-20000,Endpoint Sec PWR Ed UP (endpt) OF 1:1TE,EPPWOFE1E-DT,74.25,EPPWOFE1E-DT-FA,
G,20001-50000,Endpoint Sec PWR Ed UP (endpt) OF 1:1TE,EPPWOFE1E-DT,59.42,EPPWOFE1E-DT-GA,
H,50001-+,Endpoint Sec PWR Ed UP (endpt) OF 1:1TE,EPPWOFE1E-DT,49.51,EPPWOFE1E-DT-HA,
EPUPW,"Endpoint Security Power Edition(F)
LICENSE: Per User
DELIVERABLE: On-premise or Cloud deployment with license keys for Agents, Content and Support with activation email.
MANAGEMENT: Trellix Endpoint Security (HX)
CONTENT: Comprehensive Protection plus Advanced Investigation. Proactively stop advanced threats and attack campaigns at your endpoints to keep your users and data safe. Includes Integrated next-gen AV, exploit detection, behavior monitoring, endpoint containment, optional modules (such as Host Remediation, Logon Tracker and Device Control for removable storage devices), EDR with advanced investigation and forensics for Windows, macOS and Linux platforms. Upto 10 VA licenses included in the subscription but must be quoted separately.
REQUIREMENTS: Quotes and Orders must additionally include the required number of deployment option physical/virtual appliances if required by customer - for corresponding appliance activation keys.",,,,,
,2 Way Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-250,Endpoint Sec PWR Ed (user) 2W 1:1TE,EPPW2WE1E-AA,205.29,EPPW2WE1E-AA-AA,
B,251-1000,Endpoint Sec PWR Ed (user) 2W 1:1TE,EPPW2WE1E-AA,183.46,EPPW2WE1E-AA-BA,
C,1001-2000,Endpoint Sec PWR Ed (user) 2W 1:1TE,EPPW2WE1E-AA,161.62,EPPW2WE1E-AA-CA,
D,2001-5000,Endpoint Sec PWR Ed (user) 2W 1:1TE,EPPW2WE1E-AA,144.16,EPPW2WE1E-AA-DA,
E,5001-10000,Endpoint Sec PWR Ed (user) 2W 1:1TE,EPPW2WE1E-AA,113.56,EPPW2WE1E-AA-EA,
F,10001-+,Endpoint Sec PWR Ed (user) 2W 1:1TE,EPPW2WE1E-AA,83,EPPW2WE1E-AA-FA,
,1 Way Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-250,Endpoint Sec PWR Ed (user) 1W 1:1TE,EPPW1WE1E-AA,225.83,EPPW1WE1E-AA-AA,
B,251-1000,Endpoint Sec PWR Ed (user) 1W 1:1TE,EPPW1WE1E-AA,201.8,EPPW1WE1E-AA-BA,
C,1001-2000,Endpoint Sec PWR Ed (user) 1W 1:1TE,EPPW1WE1E-AA,177.78,EPPW1WE1E-AA-CA,
D,2001-5000,Endpoint Sec PWR Ed (user) 1W 1:1TE,EPPW1WE1E-AA,158.56,EPPW1WE1E-AA-DA,
E,5001-10000,Endpoint Sec PWR Ed (user) 1W 1:1TE,EPPW1WE1E-AA,124.92,EPPW1WE1E-AA-EA,
F,10001-+,Endpoint Sec PWR Ed (user) 1W 1:1TE,EPPW1WE1E-AA,91.28,EPPW1WE1E-AA-FA,
,Offline Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-250,Endpoint Sec PWR Ed (user) OF 1:1TE,EPPWOFE1E-AA,232.67,EPPWOFE1E-AA-AA,
B,251-1000,Endpoint Sec PWR Ed (user) OF 1:1TE,EPPWOFE1E-AA,207.92,EPPWOFE1E-AA-BA,
C,1001-2000,Endpoint Sec PWR Ed (user) OF 1:1TE,EPPWOFE1E-AA,183.18,EPPWOFE1E-AA-CA,
D,2001-5000,Endpoint Sec PWR Ed (user) OF 1:1TE,EPPWOFE1E-AA,163.35,EPPWOFE1E-AA-DA,
E,5001-10000,Endpoint Sec PWR Ed (user) OF 1:1TE,EPPWOFE1E-AA,128.71,EPPWOFE1E-AA-EA,
F,10001-+,Endpoint Sec PWR Ed (user) OF 1:1TE,EPPWOFE1E-AA,94.06,EPPWOFE1E-AA-FA,
EPUPWU,"Endpoint Security Power Edition - UPGRADE(F)
LICENSE: Per User
DELIVERABLE: On-premise or Cloud deployment with license keys for Agents, Content and Support with activation email.
MANAGEMENT: Trellix Endpoint Security (HX)
CONTENT: Comprehensive Protection plus Advanced Investigation. Proactively stop advanced threats and attack campaigns at your endpoints to keep your users and data safe. Includes Integrated next-gen AV, exploit detection, behavior monitoring, endpoint containment, optional modules (such as Host Remediation, Logon Tracker and Device Control for removable storage devices), EDR with advanced investigation and forensics for Windows, macOS and Linux platforms. Upto 10 VA licenses included in the subscription but must be quoted separately
REQUIREMENTS: Quotes and Orders must additionally include the required number of deployment option physical/virtual appliances if required by customer - for corresponding appliance activation keys.",,,,,
,2 Way Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-250,Endpoint Sec PWR Ed UP (user) 2W 1:1TE,EPPW2WE1E-DA,205.29,EPPW2WE1E-DA-AA,
B,251-1000,Endpoint Sec PWR Ed UP (user) 2W 1:1TE,EPPW2WE1E-DA,183.46,EPPW2WE1E-DA-BA,
C,1001-2000,Endpoint Sec PWR Ed UP (user) 2W 1:1TE,EPPW2WE1E-DA,161.62,EPPW2WE1E-DA-CA,
D,2001-5000,Endpoint Sec PWR Ed UP (user) 2W 1:1TE,EPPW2WE1E-DA,144.16,EPPW2WE1E-DA-DA,
E,5001-10000,Endpoint Sec PWR Ed UP (user) 2W 1:1TE,EPPW2WE1E-DA,113.56,EPPW2WE1E-DA-EA,
F,10001-+,Endpoint Sec PWR Ed UP (user) 2W 1:1TE,EPPW2WE1E-DA,83,EPPW2WE1E-DA-FA,
,1 Way Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-250,Endpoint Sec PWR Ed UP (user) 1W 1:1TE,EPPW1WE1E-DA,225.83,EPPW1WE1E-DA-AA,
B,251-1000,Endpoint Sec PWR Ed UP (user) 1W 1:1TE,EPPW1WE1E-DA,201.8,EPPW1WE1E-DA-BA,
C,1001-2000,Endpoint Sec PWR Ed UP (user) 1W 1:1TE,EPPW1WE1E-DA,177.78,EPPW1WE1E-DA-CA,
D,2001-5000,Endpoint Sec PWR Ed UP (user) 1W 1:1TE,EPPW1WE1E-DA,158.56,EPPW1WE1E-DA-DA,
E,5001-10000,Endpoint Sec PWR Ed UP (user) 1W 1:1TE,EPPW1WE1E-DA,124.92,EPPW1WE1E-DA-EA,
F,10001-+,Endpoint Sec PWR Ed UP (user) 1W 1:1TE,EPPW1WE1E-DA,91.28,EPPW1WE1E-DA-FA,
,Offline Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-250,Endpoint Sec PWR Ed UP (user) OF 1:1TE,EPPWOFE1E-DA,232.67,EPPWOFE1E-DA-AA,
B,251-1000,Endpoint Sec PWR Ed UP (user) OF 1:1TE,EPPWOFE1E-DA,207.92,EPPWOFE1E-DA-BA,
C,1001-2000,Endpoint Sec PWR Ed UP (user) OF 1:1TE,EPPWOFE1E-DA,183.18,EPPWOFE1E-DA-CA,
D,2001-5000,Endpoint Sec PWR Ed UP (user) OF 1:1TE,EPPWOFE1E-DA,163.35,EPPWOFE1E-DA-DA,
E,5001-10000,Endpoint Sec PWR Ed UP (user) OF 1:1TE,EPPWOFE1E-DA,128.71,EPPWOFE1E-DA-EA,
F,10001-+,Endpoint Sec PWR Ed UP (user) OF 1:1TE,EPPWOFE1E-DA,94.06,EPPWOFE1E-DA-FA,
,Hermes Endpoint Virtual Appliance Deployment Options,,,,,
EP-VA,"Endpoint Security Virtual(F)
LICENSE: Per Appliance Instance
DELIVERABLE: Software download for installation in customer's VMware environment (VMware license and hardware not included)
CONTENT: Integrated Endpoint Detection & Response virtual appliance. Includes software downloads for 4600 VA and 2502 VA. 4600 VA can be deployed as a VMware virtual appliance that protects up to 100,000 endpoints and supports 8 cores CPU, 64 GB RAM, and 5000 GB Disk. Includes 2 VMXNET3 Virtual NIC. 2502 VA can be deployed as a VMware virtual appliance that protects up to 15,000 endpoints and supports 4 cores CPU, 16 GB RAM, and 1200 GB Disk. Includes 2 VMXNET3 Virtual NIC.
REQUIREMENTS: Only for including as a VM deployment option for customers with a base Hermes Endpoint Security Essentials, Hermes Endpoint Security Power, TRXHX, TRXE1 or SS4 subscription.
",,,,,
,Standard Offering,,,,,
,Perpetual Software License,,,,,
A,1-+,EP Virt Appl SW PERP LIC,VEPCAE-AT,0,VEPCAE-AT-AA,
EP-DMZ-VA,"Endpoint Security DMZ Virtual(F)
LICENSE: Per Appliance Instance
DELIVERABLE: Software download for installation in customer's VMware environment (VMware license and hardware not included)
CONTENT: Integrated Endpoint Detection & Response virtual appliance. Includes software downloads for 4600 DMZ VA and 2500 DMZ VA. 4600 DMZ VA can be deployed as a VMware virtual appliance in the DMZ that protects up to 100,000 endpoints and supports 8 cores CPU, 64 GB RAM, and 5000 GB Disk. Includes 2 VMXNET3 Virtual NIC. 2500 DMZ VA can be deployed as a VMware virtual appliance in the DMZ protecting up to 15,000 endpoints and supports 4 cores CPU, 16 GB RAM, and 512 GB Disk. Includes 2 VMXNET3 Virtual NIC.
REQUIREMENTS: Only for including as a VM deployment option for customers with a base Hermes Endpoint Security Essentials, Hermes Endpoint Security Power, TRXHX, TRXE1 or SS4 subscription.
Purchase/Existing Trellix Endpoint Security Appliance (HX) is required",,,,,
,Standard Offering,,,,,
,Perpetual Software License,,,,,
A,1-+,EP DMZ Virt Appl SW PERP LIC,VEPDCAE-AT,0,VEPDCAE-ATAA,
,Hermes Endpoint Hardware Appliance Deployment Options,,,,,
EP4600,"EP 4600 Appliance(F)
LICENSE: Per Appliance
DELIVERABLE: Appliance HW unit (Only)
CONTENT: Integrated Endpoint Detection & Response appliance in a 1U chassis. This appliance can be deployed as an on-premise hardware appliance that protects up to 100,000 endpoints. Includes 8 cores CPU E3-2378 @ 2.6GHz, 64 GB RAM DDR4 @ 2666MHz, and 4x 4TB HDD, RAID10, Motherboard Interface Ports: 2x 1GigE BaseT, 1x IPMI, 2x USB2 (rear), 2x USB3 (rear), 1x DB9 Serial, 1x VGA, Power Supply Unit of 400W, 100-240V AC, 50-60 Hz
REQUIREMENTS: Only for including as a HW deployment option for customers with a base Hermes Endpoint Security Essentials, Hermes Endpoint Security Power, TRXHX, TRXE1 or SS4 subscription.",,,,,
,Standard Offering,,,,,
,Hardware,,,,,
 ,1-+,EP 4600 Appliance,EP-4600,39312.84,EP-4600A,
EP4600-DMZ,"EP 4600 DMZ Appliance(F)
LICENSE: Per Appliance
CONTENT: Integrated Endpoint Detection & Response appliance in a 1U chassis. This appliance can be deployed as an on-premise hardware appliance that protects up to 100,000 endpoints. Includes 8 cores CPU E3-2378 @ 2.6GHz, 64 GB RAM DDR4 @ 2666MHz, and 4x 4TB HDD, RAID10, Motherboard Interface Ports: 2x 1GigE BaseT, 1x IPMI, 2x USB2 (rear), 2x USB3 (rear), 1x DB9 Serial, 1x VGA, Power Supply Unit of 400W, 100-240V AC, 50-60 Hz
REQUIREMENTS: Only for including as a HW deployment option for customers with a base Hermes Endpoint Security Essentials, Hermes Endpoint Security Power, TRXHX, TRXE1 or SS4 subscription.
Purchase/Existing Trellix Endpoint Security Appliance (HX) is required.",,,,,
,Standard Offering,,,,,
,Hardware,,,,,
 ,1-+,EP 4600 DMC Appliance,EP-4600D,39312.84,EP-4600DA,
,Endpoint Cloud Deploy Options,,,,,
HXCL,"HX Cloud Hosting Endpoint - Large (F)
LICENSE: Per Instance
DELIVERABLE: Additional Hosting of Cloud Instance.
CONTENT: Suitable for customers with greater than 5,000 endpoints. Each device with a HX agent deployed should be considered as an endpoint.
REQUIREMENTS: An add-on to Endpoint Subscription for HX Cloud Hosting Instance - as a standalone subscription for the instances of HX Cloud Hosting. To be included as a Cloud deployment option for customers with a base Hermes Endpoint Security Essentials, Hermes Endpoint Security Power, TRXHX, TRXE1 or SS4 subscription OR to be sold to customers with these existing base Hermes subscriptions.",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,HX Cloud Hosting Endpt LG 1:1TE,HXCLGAE-AA,43680.94,HXCLGAE-AAAA,
HXCM,"HX Cloud Hosting Endpoint - Medium(F)
LICENSE: Per Instance
DELIVERABLE: Additional Hosting of Cloud Instance.
CONTENT: Suitable for customers with upto 5,000 endpoints. Each device with a HX agent deployed should be considered as an endpoint.
REQUIREMENTS: An add-on to Endpoint Subscription for HX Cloud Hosting Instance - as a standalone subscription for the instances of HX Cloud Hosting. Each instance can support upto 5,000 endpoints. To be included as a Cloud deployment option for customers with a base Hermes Endpoint Security Essentials, Hermes Endpoint Security Power, TRXHX, TRXE1 or SS4 subscription OR to be sold to customers with these existing base Hermes subscriptions.",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,HX Cloud Hosting Endpt MD 1:1TE,HXCMGAE-AA,27284.29,HXCMGAE-AAAA,
,Hermes NDR Subscriptions,,,,,
NDR,"Network Detection and Response(F)
LICENSE: Per User
This subscription will enable NDR capabilities on the IA (Network Forensics Investigator).
IA is available in both appliance and virtual form factor.  Network sensor subscriptions are different, please refer to NX, IPS and PX subscriptions for their pricing.",,,,,
,2 Way Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-250,NDR 2W 1:1TE,NDR2WE1E-AA,Call For Quote,NDR2WE1E-AA-AA,
B,251-1000,NDR 2W 1:1TE,NDR2WE1E-AA,211.25,NDR2WE1E-AA-BA,
C,1001-2000,NDR 2W 1:1TE,NDR2WE1E-AA,179.75,NDR2WE1E-AA-CA,
D,2001-5000,NDR 2W 1:1TE,NDR2WE1E-AA,151.96,NDR2WE1E-AA-DA,
E,5001-10000,NDR 2W 1:1TE,NDR2WE1E-AA,129.72,NDR2WE1E-AA-EA,
F,10001-+,NDR 2W 1:1TE,NDR2WE1E-AA,111.19,NDR2WE1E-AA-FA,
,1 Way Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-250,NDR 1W 1:1TE,NDR1WE1E-AA,Call For Quote,NDR1WE1E-AA-AA,
B,251-1000,NDR 1W 1:1TE,NDR1WE1E-AA,242.94,NDR1WE1E-AA-BA,
C,1001-2000,NDR 1W 1:1TE,NDR1WE1E-AA,206.71,NDR1WE1E-AA-CA,
D,2001-5000,NDR 1W 1:1TE,NDR1WE1E-AA,174.75,NDR1WE1E-AA-DA,
E,5001-10000,NDR 1W 1:1TE,NDR1WE1E-AA,149.18,NDR1WE1E-AA-EA,
F,10001-+,NDR 1W 1:1TE,NDR1WE1E-AA,127.86,NDR1WE1E-AA-FA,
,Offline Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
