Band,Range,Description,PartNo,MSRP List Price,Standard Channel SKU,Unnamed: 6
A,1-2,ENS Storage Protection 1:1 TE UPG,ESPECE-DB,4778.47,ESPECE-DB-AA,
B,3-6,ENS Storage Protection 1:1 TE UPG,ESPECE-DB,4541.45,ESPECE-DB-BA,
C,7-15,ENS Storage Protection 1:1 TE UPG,ESPECE-DB,4312.08,ESPECE-DB-CA,
D,16-30,ENS Storage Protection 1:1 TE UPG,ESPECE-DB,4052.15,ESPECE-DB-DA,
E,31-50,ENS Storage Protection 1:1 TE UPG,ESPECE-DB,3811.33,ESPECE-DB-EA,
F,51-100,ENS Storage Protection 1:1 TE UPG,ESPECE-DB,3581.93,ESPECE-DB-FA,
G,101-+,ENS Storage Protection 1:1 TE UPG,ESPECE-DB,3329.64,ESPECE-DB-GA,
ESP-S-DE,"Trellix ENS Storage Protection - Subscription (Germany Data Center)
End of Sale is 31st October 2025 for the Subscription offering. Existing Customers can expand licensing and renew subscriptions until further notice.
LICENSE: Per AV Scanning Server.
DELIVERABLE: Download and activation email.
CONTENT: ENS for Storage AV Scanning Servers, ePO on-prem, ePO IaaS, ePO SaaS
ePO SaaS instance on the European Data Center",,,,,
,Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-2,ENS Storage Protection (DE) 1:1 TE,ESPDEE-AB,5495.23,ESPDEE-AB-AA,
B,3-6,ENS Storage Protection (DE) 1:1 TE,ESPDEE-AB,5222.69,ESPDEE-AB-BA,
C,7-15,ENS Storage Protection (DE) 1:1 TE,ESPDEE-AB,4958.91,ESPDEE-AB-CA,
D,16-30,ENS Storage Protection (DE) 1:1 TE,ESPDEE-AB,4659.97,ESPDEE-AB-DA,
E,31-50,ENS Storage Protection (DE) 1:1 TE,ESPDEE-AB,4382.98,ESPDEE-AB-EA,
F,51-100,ENS Storage Protection (DE) 1:1 TE,ESPDEE-AB,4119.24,ESPDEE-AB-FA,
G,101-+,ENS Storage Protection (DE) 1:1 TE,ESPDEE-AB,3829.09,ESPDEE-AB-GA,
ESPU-S-DE,"Trellix ENS Storage Protection - Transition Subscription (Germany Data Center)
End of Sale is 31st October 2025 for the Subscription offering.
LICENSE: Per AV Scanning Server.
DELIVERABLE: Download and activation email.
CONTENT: ENS for Storage AV Scanning Servers, ePO on-prem, ePO IaaS, ePO SaaS
ePO SaaS instance on the European Data Center",,,,,
,Upgrade Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-2,ENS Storage Protection (DE) 1:1 TE UPG,ESPDEE-DB,5495.23,ESPDEE-DB-AA,
B,3-6,ENS Storage Protection (DE) 1:1 TE UPG,ESPDEE-DB,5222.69,ESPDEE-DB-BA,
C,7-15,ENS Storage Protection (DE) 1:1 TE UPG,ESPDEE-DB,4958.91,ESPDEE-DB-CA,
D,16-30,ENS Storage Protection (DE) 1:1 TE UPG,ESPDEE-DB,4659.97,ESPDEE-DB-DA,
E,31-50,ENS Storage Protection (DE) 1:1 TE UPG,ESPDEE-DB,4382.98,ESPDEE-DB-EA,
F,51-100,ENS Storage Protection (DE) 1:1 TE UPG,ESPDEE-DB,4119.24,ESPDEE-DB-FA,
G,101-+,ENS Storage Protection (DE) 1:1 TE UPG,ESPDEE-DB,3829.09,ESPDEE-DB-GA,
ESP-S-AU,"Trellix ENS Storage Protection - Subscription (Australia Data Center)
End of Sale is 31st October 2025 for the Subscription offering. Existing Customers can expand licensing and renew subscriptions until further notice.
LICENSE: Per AV Scanning Server.
DELIVERABLE: Download and activation email.
CONTENT: ENS for Storage AV Scanning Servers, ePO on-prem, ePO IaaS, ePO SaaS
ePO SaaS instance on the Australian Data Center",,,,,
,Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-2,ENS Storage Protection (AU) 1:1 TE,ESPAUE-AB,5973.06,ESPAUE-AB-AA,
B,3-6,ENS Storage Protection (AU) 1:1 TE,ESPAUE-AB,5676.82,ESPAUE-AB-BA,
C,7-15,ENS Storage Protection (AU) 1:1 TE,ESPAUE-AB,5390.13,ESPAUE-AB-CA,
D,16-30,ENS Storage Protection (AU) 1:1 TE,ESPAUE-AB,5065.17,ESPAUE-AB-DA,
E,31-50,ENS Storage Protection (AU) 1:1 TE,ESPAUE-AB,4764.15,ESPAUE-AB-EA,
F,51-100,ENS Storage Protection (AU) 1:1 TE,ESPAUE-AB,4477.44,ESPAUE-AB-FA,
G,101-+,ENS Storage Protection (AU) 1:1 TE,ESPAUE-AB,4162.09,ESPAUE-AB-GA,
ESPU-S-AU,"Trellix ENS Storage Protection - Transition Subscription (Australia Data Center)
End of Sale is 31st October 2025 for the Subscription offering.
LICENSE: Per AV Scanning Server.
DELIVERABLE: Download and activation email.
CONTENT: ENS for Storage AV Scanning Servers, ePO on-prem, ePO IaaS, ePO SaaS
ePO SaaS instance on the Australian Data Center",,,,,
,Upgrade Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-2,ENS Storage Protection (AU) 1:1 TE UPG,ESPAUE-DB,5973.06,ESPAUE-DB-AA,
B,3-6,ENS Storage Protection (AU) 1:1 TE UPG,ESPAUE-DB,5676.82,ESPAUE-DB-BA,
C,7-15,ENS Storage Protection (AU) 1:1 TE UPG,ESPAUE-DB,5390.13,ESPAUE-DB-CA,
D,16-30,ENS Storage Protection (AU) 1:1 TE UPG,ESPAUE-DB,5065.17,ESPAUE-DB-DA,
E,31-50,ENS Storage Protection (AU) 1:1 TE UPG,ESPAUE-DB,4764.15,ESPAUE-DB-EA,
F,51-100,ENS Storage Protection (AU) 1:1 TE UPG,ESPAUE-DB,4477.44,ESPAUE-DB-FA,
G,101-+,ENS Storage Protection (AU) 1:1 TE UPG,ESPAUE-DB,4162.09,ESPAUE-DB-GA,
ESP-S-SG,"Trellix ENS Storage Protection - Subscription (Singapore Data Center)
End of Sale is 31st October 2025 for the Subscription offering. Existing Customers can expand licensing and renew subscriptions until further notice.
LICENSE: Per AV Scanning Server.
DELIVERABLE: Download and activation email.
CONTENT: ENS for Storage AV Scanning Servers, ePO on-prem, ePO IaaS, ePO SaaS
ePO SaaS instance on the Singapore Data Center",,,,,
,Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-2,ENS Storage Protection (SG) 1:1 TE,ESPSGE-AB,Call For Quote,ESPSGE-AB-AA,
B,3-6,ENS Storage Protection (SG) 1:1 TE,ESPSGE-AB,Call For Quote,ESPSGE-AB-BA,
C,7-15,ENS Storage Protection (SG) 1:1 TE,ESPSGE-AB,Call For Quote,ESPSGE-AB-CA,
D,16-30,ENS Storage Protection (SG) 1:1 TE,ESPSGE-AB,Call For Quote,ESPSGE-AB-DA,
E,31-50,ENS Storage Protection (SG) 1:1 TE,ESPSGE-AB,Call For Quote,ESPSGE-AB-EA,
F,51-100,ENS Storage Protection (SG) 1:1 TE,ESPSGE-AB,Call For Quote,ESPSGE-AB-FA,
G,101-+,ENS Storage Protection (SG) 1:1 TE,ESPSGE-AB,Call For Quote,ESPSGE-AB-GA,
ESPU-S-SG,"Trellix ENS Storage Protection - Transition Subscription (Singapore Data Center)
End of Sale is 31st October 2025 for the Subscription offering.
LICENSE: Per AV Scanning Server.
DELIVERABLE: Download and activation email.
CONTENT: ENS for Storage AV Scanning Servers, ePO on-prem, ePO IaaS, ePO SaaS
ePO SaaS instance on the Singapore Data Center",,,,,
,Upgrade Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-2,ENS Storage Protection (SG) 1:1 TE UPG,ESPSGE-DB,Call For Quote,ESPSGE-DB-AA,
B,3-6,ENS Storage Protection (SG) 1:1 TE UPG,ESPSGE-DB,Call For Quote,ESPSGE-DB-BA,
C,7-15,ENS Storage Protection (SG) 1:1 TE UPG,ESPSGE-DB,Call For Quote,ESPSGE-DB-CA,
D,16-30,ENS Storage Protection (SG) 1:1 TE UPG,ESPSGE-DB,Call For Quote,ESPSGE-DB-DA,
E,31-50,ENS Storage Protection (SG) 1:1 TE UPG,ESPSGE-DB,Call For Quote,ESPSGE-DB-EA,
F,51-100,ENS Storage Protection (SG) 1:1 TE UPG,ESPSGE-DB,Call For Quote,ESPSGE-DB-FA,
G,101-+,ENS Storage Protection (SG) 1:1 TE UPG,ESPSGE-DB,Call For Quote,ESPSGE-DB-GA,
VMD,"Trellix Database Vulnerability Manager
End of Sale 1st January 2024. Existing Customers can expand licensing and renew support until further notice.
LICENSE: Per Database Instance.
DELIVERABLE:  Download Only.
PRODUCT CONTENT: Vulnerability scanner for databases to identify patch levels, insecure PL/SQL code, weak passwords, attempted SQL injections, presence of database rootkits, and traces of malware.",,,,,
,Standard Offering,,,,,
,ProtectPLUS Perpetual License with 1yr Thrive Essential,,,,,
A,1-25,Database Vulnerability Mngr P:1TE [P+],VMDCKE-AA,3953.95,VMDCKE-AA-AA,
B,26-50,Database Vulnerability Mngr P:1TE [P+],VMDCKE-AA,3754.9,VMDCKE-AA-BA,
C,51-100,Database Vulnerability Mngr P:1TE [P+],VMDCKE-AA,3455.14,VMDCKE-AA-CA,
D,101-250,Database Vulnerability Mngr P:1TE [P+],VMDCKE-AA,3108.86,VMDCKE-AA-DA,
E,251-500,Database Vulnerability Mngr P:1TE [P+],VMDCKE-AA,2736.72,VMDCKE-AA-EA,
F,501-1000,Database Vulnerability Mngr P:1TE [P+],VMDCKE-AA,2325.83,VMDCKE-AA-FA,
G,1001-2000,Database Vulnerability Mngr P:1TE [P+],VMDCKE-AA,1860.65,VMDCKE-AA-GA,
H,2001-5000,Database Vulnerability Mngr P:1TE [P+],VMDCKE-AA,1302.46,VMDCKE-AA-HA,
I,5001-10000,Database Vulnerability Mngr P:1TE [P+],VMDCKE-AA,780.47,VMDCKE-AA-IA,
J,10001-+,Database Vulnerability Mngr P:1TE [P+],VMDCKE-AA,390.22,VMDCKE-AA-JA,
,ProtectPLUS 1yr Thrive Essential,,,,,
A,1-25,Database Vulnerability Mngr 1YRTE [P+],VMDYCM-AA,863.57,VMDYCM-AA-AA,
B,26-50,Database Vulnerability Mngr 1YRTE [P+],VMDYCM-AA,820.08,VMDYCM-AA-BA,
C,51-100,Database Vulnerability Mngr 1YRTE [P+],VMDYCM-AA,754.59,VMDYCM-AA-CA,
D,101-250,Database Vulnerability Mngr 1YRTE [P+],VMDYCM-AA,679,VMDYCM-AA-DA,
E,251-500,Database Vulnerability Mngr 1YRTE [P+],VMDYCM-AA,597.74,VMDYCM-AA-EA,
F,501-1000,Database Vulnerability Mngr 1YRTE [P+],VMDYCM-AA,507.97,VMDYCM-AA-FA,
G,1001-2000,Database Vulnerability Mngr 1YRTE [P+],VMDYCM-AA,406.4,VMDYCM-AA-GA,
H,2001-5000,Database Vulnerability Mngr 1YRTE [P+],VMDYCM-AA,284.45,VMDYCM-AA-HA,
I,5001-10000,Database Vulnerability Mngr 1YRTE [P+],VMDYCM-AA,170.47,VMDYCM-AA-IA,
J,10001-+,Database Vulnerability Mngr 1YRTE [P+],VMDYCM-AA,85.23,VMDYCM-AA-JA,
,Legacy - Data Loss Prevention Appliances,,,,,
7700DLP-A,"Trellix DLP 7700-A Appliance
End of Sale:  31st March 2023, End of Life/Support 31st March 2028.
LICENSE: Per Unit.
DELIVERABLE: DLP Appliance 7700. DLP appliance software sold separately.
PRODUCT CONTENT: Hardware appliance platform for DLP Monitor and Prevent appliance software. Requires DLP Monitor v11 or Prevent v11 or Total Protection for Data Loss Prevention appliance software licenses. Support required to be purchased with all appliances.",,,,,
,Standard Offering,,,,,
,1yr Next Business Day Ship Hardware Support,,,,,
 ,1-+,DLP 7700A Appl 1Yr NBD,DLP7700ANBD,7541.95,DLP7700ANBDA,
,1yr Same Day 24x7 Hardware Support (CRU Only),,,,,
 ,1-+,DLP 7700A Appl 1Yr SD,DLP7700ASD,9427.48,DLP7700ASDA,
6600DLP-A,"DLP 6600-A Appliance
End of Sale:  13th July 2020, End of Life/Support 12th July 2025.
LICENSE: Per Unit. DELIVERABLE:  DLP Appliance 6600. DLP appliance software sold separately.
PRODUCT CONTENT: Hardware appliance platform for DLP Monitor and Prevent appliance software.  Requires DLP Monitor v10 or Prevent v10 or Total Protection for Data Loss Prevention appliance software licenses. Support required to be purchased with all appliances.",,,,,
,Standard Offering,,,,,
,1yr Next Business Day Ship Hardware Support,,,,,
 ,1-+,DLP 6600A Appl 1Yr NBD,DLP6600ANBD,7998.17,DLP6600ANBDA,
,1yr Same Day 24x7 Hardware Support (CRU Only),,,,,
 ,1-+,DLP 6600A Appl 1Yr SD,DLP6600ASD,9997.69,DLP6600ASDA,
CSADLP-A,"Trellix DLP Capture Storage Array
End of Sale:  11 October 2022 , End of Life/Support 11 October 2027
LICENSE: Per Unit. PRODUCT CONTENT: DLP Capture Storage Array provides 16TB of storage for the Network DLP Capture database in a 2U fault tolerant rack mount unit with hot swappable disks.  Capture Storage Array is supplied with additional RAID card to be installed in Network DLP 6600 / DLP 7700 appliance; data cable to connect the two devices together; rack mounting rail kit and lockable bezel.
REQUIREMENTS: Capture Storage Array is only compatible with Network DLP 6600 / DLP 7700 appliances.  Customers must be using Network DLP Prevent or Monitor versions 11.1 or later.  SKU can be sold either separately for existing DLP 6600 / DLP 7700 customers or optionally combined with DLP 7700 appliances for new customers. Support required to be purchased with all appliances.",,,,,
,Standard Offering,,,,,
,1yr Next Business Day Ship Hardware Support,,,,,
 ,1-+,DLP Capture Storage Array 1Yr NBD,DLPCSANBD,5548.74,DLPCSANBDA,
,1yr Same Day 24x7 Hardware Support (CRU Only),,,,,
 ,1-+,DLP Capture Storage Array 1Yr SD,DLPCSASD,6935.9,DLPCSASDA,
,Legacy - Helix,,,,,
XDR-EPS-AU,"Helix Connect (EPS) (Australia Data Center)(T)
LICENSE: Per EPS (Events Per Second)
DELIVERABLE: Software as a Service (SaaS) with activation email
CONTENT: Helix Connect, a cloud-hosted security operations and XDR platform with alert correlation, threat hunting (search), and SOAR capabilities. Data ingestion based on events per second (EPS).​
NOTE:  Trellix-M IAM hosted only",,,,,
,1Yr Data Retention Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-250,Helix C(EPS) 1yr RET (AU) 1:1TE(T),XDRER1AUE-AA,331.15,XDRER1AUE-AA-AA,
B,251-1000,Helix C(EPS) 1yr RET (AU) 1:1TE(T),XDRER1AUE-AA,305.62,XDRER1AUE-AA-BA,
C,1001-2000,Helix C(EPS) 1yr RET (AU) 1:1TE(T),XDRER1AUE-AA,280.18,XDRER1AUE-AA-CA,
D,2001-5000,Helix C(EPS) 1yr RET (AU) 1:1TE(T),XDRER1AUE-AA,254.69,XDRER1AUE-AA-DA,
E,5001-10000,Helix C(EPS) 1yr RET (AU) 1:1TE(T),XDRER1AUE-AA,229.18,XDRER1AUE-AA-EA,
F,10001-20000,Helix C(EPS) 1yr RET (AU) 1:1TE(T),XDRER1AUE-AA,203.72,XDRER1AUE-AA-FA,
G,20001-50000,Helix C(EPS) 1yr RET (AU) 1:1TE(T),XDRER1AUE-AA,196.04,XDRER1AUE-AA-GA,
H,50001-+,Helix C(EPS) 1yr RET (AU) 1:1TE(T),XDRER1AUE-AA,185.87,XDRER1AUE-AA-HA,
,2Yr Data Retention Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-250,Helix C(EPS) 2yr RET (AU) 1:1TE(T),XDRER2AUE-AA,465.84,XDRER2AUE-AA-AA,
B,251-1000,Helix C(EPS) 2yr RET (AU) 1:1TE(T),XDRER2AUE-AA,440.36,XDRER2AUE-AA-BA,
C,1001-2000,Helix C(EPS) 2yr RET (AU) 1:1TE(T),XDRER2AUE-AA,414.87,XDRER2AUE-AA-CA,
D,2001-5000,Helix C(EPS) 2yr RET (AU) 1:1TE(T),XDRER2AUE-AA,389.42,XDRER2AUE-AA-DA,
E,5001-10000,Helix C(EPS) 2yr RET (AU) 1:1TE(T),XDRER2AUE-AA,363.94,XDRER2AUE-AA-EA,
F,10001-20000,Helix C(EPS) 2yr RET (AU) 1:1TE(T),XDRER2AUE-AA,338.44,XDRER2AUE-AA-FA,
G,20001-50000,Helix C(EPS) 2yr RET (AU) 1:1TE(T),XDRER2AUE-AA,330.78,XDRER2AUE-AA-GA,
H,50001-+,Helix C(EPS) 2yr RET (AU) 1:1TE(T),XDRER2AUE-AA,320.6,XDRER2AUE-AA-HA,
,3Yr Data Retention Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-250,Helix C(EPS) 3yr RET (AU) 1:1TE(T),XDRER3AUE-AA,600.52,XDRER3AUE-AA-AA,
B,251-1000,Helix C(EPS) 3yr RET (AU) 1:1TE(T),XDRER3AUE-AA,579.72,XDRER3AUE-AA-BA,
C,1001-2000,Helix C(EPS) 3yr RET (AU) 1:1TE(T),XDRER3AUE-AA,558.9,XDRER3AUE-AA-CA,
D,2001-5000,Helix C(EPS) 3yr RET (AU) 1:1TE(T),XDRER3AUE-AA,538.07,XDRER3AUE-AA-DA,
E,5001-10000,Helix C(EPS) 3yr RET (AU) 1:1TE(T),XDRER3AUE-AA,517.28,XDRER3AUE-AA-EA,
F,10001-20000,Helix C(EPS) 3yr RET (AU) 1:1TE(T),XDRER3AUE-AA,496.48,XDRER3AUE-AA-FA,
G,20001-50000,Helix C(EPS) 3yr RET (AU) 1:1TE(T),XDRER3AUE-AA,490.23,XDRER3AUE-AA-GA,
H,50001-+,Helix C(EPS) 3yr RET (AU) 1:1TE(T),XDRER3AUE-AA,481.9,XDRER3AUE-AA-HA,
,5Yr Data Retention Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-250,Helix C(EPS) 5yr RET (AU) 1:1TE(T),XDRER5AUE-AA,869.96,XDRER5AUE-AA-AA,
B,251-1000,Helix C(EPS) 5yr RET (AU) 1:1TE(T),XDRER5AUE-AA,852.54,XDRER5AUE-AA-BA,
C,1001-2000,Helix C(EPS) 5yr RET (AU) 1:1TE(T),XDRER5AUE-AA,835.18,XDRER5AUE-AA-CA,
D,2001-5000,Helix C(EPS) 5yr RET (AU) 1:1TE(T),XDRER5AUE-AA,817.76,XDRER5AUE-AA-DA,
E,5001-10000,Helix C(EPS) 5yr RET (AU) 1:1TE(T),XDRER5AUE-AA,800.37,XDRER5AUE-AA-EA,
F,10001-20000,Helix C(EPS) 5yr RET (AU) 1:1TE(T),XDRER5AUE-AA,782.99,XDRER5AUE-AA-FA,
G,20001-50000,Helix C(EPS) 5yr RET (AU) 1:1TE(T),XDRER5AUE-AA,777.75,XDRER5AUE-AA-GA,
H,50001-+,Helix C(EPS) 5yr RET (AU) 1:1TE(T),XDRER5AUE-AA,770.8,XDRER5AUE-AA-HA,
,7Yr Data Retention Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-250,Helix C(EPS) 7yr RET (AU) 1:1TE(T),XDRER7AUE-AA,1139.37,XDRER7AUE-AA-AA,
B,251-1000,Helix C(EPS) 7yr RET (AU) 1:1TE(T),XDRER7AUE-AA,1125.43,XDRER7AUE-AA-BA,
C,1001-2000,Helix C(EPS) 7yr RET (AU) 1:1TE(T),XDRER7AUE-AA,1111.48,XDRER7AUE-AA-CA,
D,2001-5000,Helix C(EPS) 7yr RET (AU) 1:1TE(T),XDRER7AUE-AA,1097.55,XDRER7AUE-AA-DA,
E,5001-10000,Helix C(EPS) 7yr RET (AU) 1:1TE(T),XDRER7AUE-AA,1083.59,XDRER7AUE-AA-EA,
F,10001-20000,Helix C(EPS) 7yr RET (AU) 1:1TE(T),XDRER7AUE-AA,1069.65,XDRER7AUE-AA-FA,
G,20001-50000,Helix C(EPS) 7yr RET (AU) 1:1TE(T),XDRER7AUE-AA,1065.48,XDRER7AUE-AA-GA,
H,50001-+,Helix C(EPS) 7yr RET (AU) 1:1TE(T),XDRER7AUE-AA,1059.89,XDRER7AUE-AA-HA,
XDR-EPS-DE,"Helix Connect (EPS) (Germany Data Center)(T)
LICENSE: Per EPS (Events Per Second)
DELIVERABLE: Software as a Service (SaaS) with activation email
CONTENT: Helix Connect, a cloud-hosted security operations and XDR platform with alert correlation, threat hunting (search), and SOAR capabilities. Data ingestion based on events per second (EPS).​
NOTE:  Trellix-M IAM hosted only",,,,,
,1Yr Data Retention Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-250,Helix C(EPS) 1yr RET (DE) 1:1TE(T),XDRER1DEE-AA,331.15,XDRER1DEE-AA-AA,
B,251-1000,Helix C(EPS) 1yr RET (DE) 1:1TE(T),XDRER1DEE-AA,305.62,XDRER1DEE-AA-BA,
C,1001-2000,Helix C(EPS) 1yr RET (DE) 1:1TE(T),XDRER1DEE-AA,280.18,XDRER1DEE-AA-CA,
D,2001-5000,Helix C(EPS) 1yr RET (DE) 1:1TE(T),XDRER1DEE-AA,254.69,XDRER1DEE-AA-DA,
E,5001-10000,Helix C(EPS) 1yr RET (DE) 1:1TE(T),XDRER1DEE-AA,229.18,XDRER1DEE-AA-EA,
F,10001-20000,Helix C(EPS) 1yr RET (DE) 1:1TE(T),XDRER1DEE-AA,203.72,XDRER1DEE-AA-FA,
G,20001-50000,Helix C(EPS) 1yr RET (DE) 1:1TE(T),XDRER1DEE-AA,196.04,XDRER1DEE-AA-GA,
H,50001-+,Helix C(EPS) 1yr RET (DE) 1:1TE(T),XDRER1DEE-AA,185.87,XDRER1DEE-AA-HA,
,2Yr Data Retention Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-250,Helix C(EPS) 2yr RET (DE) 1:1TE(T),XDRER2DEE-AA,465.84,XDRER2DEE-AA-AA,
B,251-1000,Helix C(EPS) 2yr RET (DE) 1:1TE(T),XDRER2DEE-AA,440.36,XDRER2DEE-AA-BA,
C,1001-2000,Helix C(EPS) 2yr RET (DE) 1:1TE(T),XDRER2DEE-AA,414.87,XDRER2DEE-AA-CA,
D,2001-5000,Helix C(EPS) 2yr RET (DE) 1:1TE(T),XDRER2DEE-AA,389.42,XDRER2DEE-AA-DA,
E,5001-10000,Helix C(EPS) 2yr RET (DE) 1:1TE(T),XDRER2DEE-AA,363.94,XDRER2DEE-AA-EA,
F,10001-20000,Helix C(EPS) 2yr RET (DE) 1:1TE(T),XDRER2DEE-AA,338.44,XDRER2DEE-AA-FA,
G,20001-50000,Helix C(EPS) 2yr RET (DE) 1:1TE(T),XDRER2DEE-AA,330.78,XDRER2DEE-AA-GA,
H,50001-+,Helix C(EPS) 2yr RET (DE) 1:1TE(T),XDRER2DEE-AA,320.6,XDRER2DEE-AA-HA,
,3Yr Data Retention Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-250,Helix C(EPS) 3yr RET (DE) 1:1TE(T),XDRER3DEE-AA,600.52,XDRER3DEE-AA-AA,
B,251-1000,Helix C(EPS) 3yr RET (DE) 1:1TE(T),XDRER3DEE-AA,579.72,XDRER3DEE-AA-BA,
C,1001-2000,Helix C(EPS) 3yr RET (DE) 1:1TE(T),XDRER3DEE-AA,558.9,XDRER3DEE-AA-CA,
D,2001-5000,Helix C(EPS) 3yr RET (DE) 1:1TE(T),XDRER3DEE-AA,538.07,XDRER3DEE-AA-DA,
E,5001-10000,Helix C(EPS) 3yr RET (DE) 1:1TE(T),XDRER3DEE-AA,517.28,XDRER3DEE-AA-EA,
F,10001-20000,Helix C(EPS) 3yr RET (DE) 1:1TE(T),XDRER3DEE-AA,496.48,XDRER3DEE-AA-FA,
G,20001-50000,Helix C(EPS) 3yr RET (DE) 1:1TE(T),XDRER3DEE-AA,490.23,XDRER3DEE-AA-GA,
H,50001-+,Helix C(EPS) 3yr RET (DE) 1:1TE(T),XDRER3DEE-AA,481.9,XDRER3DEE-AA-HA,
,5Yr Data Retention Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-250,Helix C(EPS) 5yr RET (DE) 1:1TE(T),XDRER5DEE-AA,869.96,XDRER5DEE-AA-AA,
B,251-1000,Helix C(EPS) 5yr RET (DE) 1:1TE(T),XDRER5DEE-AA,852.54,XDRER5DEE-AA-BA,
C,1001-2000,Helix C(EPS) 5yr RET (DE) 1:1TE(T),XDRER5DEE-AA,835.18,XDRER5DEE-AA-CA,
D,2001-5000,Helix C(EPS) 5yr RET (DE) 1:1TE(T),XDRER5DEE-AA,817.76,XDRER5DEE-AA-DA,
E,5001-10000,Helix C(EPS) 5yr RET (DE) 1:1TE(T),XDRER5DEE-AA,800.37,XDRER5DEE-AA-EA,
F,10001-20000,Helix C(EPS) 5yr RET (DE) 1:1TE(T),XDRER5DEE-AA,782.99,XDRER5DEE-AA-FA,
G,20001-50000,Helix C(EPS) 5yr RET (DE) 1:1TE(T),XDRER5DEE-AA,777.75,XDRER5DEE-AA-GA,
H,50001-+,Helix C(EPS) 5yr RET (DE) 1:1TE(T),XDRER5DEE-AA,770.8,XDRER5DEE-AA-HA,
,7Yr Data Retention Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-250,Helix C(EPS) 7yr RET (DE) 1:1TE(T),XDRER7DEE-AA,1139.37,XDRER7DEE-AA-AA,
B,251-1000,Helix C(EPS) 7yr RET (DE) 1:1TE(T),XDRER7DEE-AA,1125.43,XDRER7DEE-AA-BA,
C,1001-2000,Helix C(EPS) 7yr RET (DE) 1:1TE(T),XDRER7DEE-AA,1111.48,XDRER7DEE-AA-CA,
D,2001-5000,Helix C(EPS) 7yr RET (DE) 1:1TE(T),XDRER7DEE-AA,1097.55,XDRER7DEE-AA-DA,
E,5001-10000,Helix C(EPS) 7yr RET (DE) 1:1TE(T),XDRER7DEE-AA,1083.59,XDRER7DEE-AA-EA,
F,10001-20000,Helix C(EPS) 7yr RET (DE) 1:1TE(T),XDRER7DEE-AA,1069.65,XDRER7DEE-AA-FA,
G,20001-50000,Helix C(EPS) 7yr RET (DE) 1:1TE(T),XDRER7DEE-AA,1065.48,XDRER7DEE-AA-GA,
H,50001-+,Helix C(EPS) 7yr RET (DE) 1:1TE(T),XDRER7DEE-AA,1059.89,XDRER7DEE-AA-HA,
XDR-EPS-SG,"Helix Connect (EPS) (Singapore Data Center)(T)
LICENSE: Per EPS (Events Per Second)
DELIVERABLE: Software as a Service (SaaS) with activation email
CONTENT: Helix Connect, a cloud-hosted security operations and XDR platform with alert correlation, threat hunting (search), and SOAR capabilities. Data ingestion based on events per second (EPS).​
NOTE:  Trellix-M IAM hosted only",,,,,
,1Yr Data Retention Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-250,Helix C(EPS) 1yr RET (SG) 1:1TE(T),XDRER1SGE-AA,331.15,XDRER1SGE-AA-AA,
B,251-1000,Helix C(EPS) 1yr RET (SG) 1:1TE(T),XDRER1SGE-AA,305.62,XDRER1SGE-AA-BA,
C,1001-2000,Helix C(EPS) 1yr RET (SG) 1:1TE(T),XDRER1SGE-AA,280.18,XDRER1SGE-AA-CA,
D,2001-5000,Helix C(EPS) 1yr RET (SG) 1:1TE(T),XDRER1SGE-AA,254.69,XDRER1SGE-AA-DA,
E,5001-10000,Helix C(EPS) 1yr RET (SG) 1:1TE(T),XDRER1SGE-AA,229.18,XDRER1SGE-AA-EA,
F,10001-20000,Helix C(EPS) 1yr RET (SG) 1:1TE(T),XDRER1SGE-AA,203.72,XDRER1SGE-AA-FA,
G,20001-50000,Helix C(EPS) 1yr RET (SG) 1:1TE(T),XDRER1SGE-AA,196.04,XDRER1SGE-AA-GA,
H,50001-+,Helix C(EPS) 1yr RET (SG) 1:1TE(T),XDRER1SGE-AA,185.87,XDRER1SGE-AA-HA,
,2Yr Data Retention Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
